line,label
Dammit... I need to stop buying furniture ,0
@Kal_Penn you were pretty much my fave...not much reason to watch now ,0
@katcurlee Definitely come to both!! They're completely different events! ,4
"Going to see 17 again. Again, with Nikki   mmmmm Zefron",4
@InYourEyes2410 I reckon ,0
@metalpandalives you left out the &quot;in D-town&quot; part ,4
"@powerpoole some people try to be tricky, some stop using twitter at all  i guess it's as good as it gets! i had to try.",0
"@gabbyelyse haha , why are you STILL cleaning ? Weren't you cleaning like 4 hours ago ? Hahaha , wow . I twitter a lot then . Hahaha. ",4
I thought you could buy Silent Hill for the PSP on the PS Store? I can't find it anywhere? ,0
"@FoxWhisperer clean, but it resulted in the soft top beaing soaked wet, so I couldn,t open it  should be dry now",0
ohhh i hate civicsss ,0
I hope that more people apart from my followers read this. I have one reason ,4
"@Thehoofer Hope you're having a good time at the dance. Goin' to bed now, night chico ",4
@courtbabi THANK YOU! ,4
@anyshalyke oh you went clubbing without me   lol next time we can do it together,0
@courseofhistory Your Bernier love never ceases to make me happy. ,4
1st day of Filming Horray for Baba Ali is done -exhausted! you would be too if you talked like a 4yr old for 8hrs  About to get some Zzzzz,4
Landed funny on my foot this morning while jumping down the stairs and I twisted it. Quite sore now.. ,0
"In office, doing irritating work for the worst client i've ever had. You cant choose your project if ur an employee.  ",0
@vickinguyen you don't tweet enough!  &lt;3,4
Sleep time.  Tomorrow is gonna suck ,0
twitter is a lot less interesting since cute people suddenly stopped flirting with me ,0
i really want a puppy ,0
@SupremeKnight I'll tell ya what I think in a little while. Getting ready to start it now. ,4
"#ahbl have misha'd! He's awfully handome, and much more tanned than castiel! Wee bit skinny but more than enuf to hug! Is a lovely hugged ",4
some1 hacked my account on aim  now i have to make a new one,0
@nesslybay sorry you are upset...  hope you feel better soon ,4
is losing her hubby for a week tomorrow for work.  Easter and all ,0
Caught myself looking up the iphone. Promised I wouldn't torcher myself as I still have 6 months left on my current contract ,0
"@tim_grainger nah, I haven't received my stimulus yet ",0
"I nearly spoiled myself for House, did just a teeny bit, saw a name, but then it went away via link.  I won't be terribly surprised now.  ",0
"I just can't spell today, i totally suck ",0
"Time to get dressed, I suppose...gah another workday ",0
@Kal_Penn You were my favorite.  You did an excellent job.,0
@HappiForever *bounces* so cool! we have a vry florida backyard-2 many saw palms.  our yard was our reason 2- 30ish acres woods behind us,4
@bayouqueen for the other half find something that you can eat that is filling and low calorie if your still hungry ,4
@briancray Yay... the book gets closer..  ,4
"I'm up late, drinking pineapple juice from the carton and fantasizing about moving in with Matt and what to name the cat. ",4
"@MrNokill @MrNokill problem is they aren't appealing to a wide enough audience, even though they think they may be ",0
Missed #24 and #the hills  now I have to catch up tomor.. But I have Real Housewives ugh I need to figure out my priorities,0
is going to have a late one at MQU today ,0
why do other people get replies ,0
Loving the people on Ustream atm. It's brilliant ,4
Just picked up some oats from the market to eat for breakfast with my boy @adamgoldston now time to do work at USC... late night ,0
@joeymcintyre LET'S TWAT THIS!  ,4
@NaNaNaNaomi hey welcome to the team!! ,4
wishing i was home underneath my covers ,0
@kalichosich awww poor puppy is she ok? ,0
"@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize ",0
"Mraow, I feel like dancing, but first art school wants to rape me some more. ",0
I am in pain. My back and sides hurt. Not to mention crying is made of fail. ,0
dancing with myself.... I'm not Emo!!! Want to write a song.... ,0
is thinking he's going to have to reinstall WoW as it simply refuses to update to 3.1.0  irritating times  It'll take forever ,0
"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too ",0
@phlaimeaux where are you? ,0
"really now, time for sleep.  dreaming of my city, more tattoos, and other great things.  waking up to early morning sociology ",0
Biking is hard ya'll ,0
"If you choke a smurf, what color does it turn? ",4
had the worst dream abt some turd face ex.. ugh. it was awful. ,0
@tboogie937 niceeee.. you know u gotta keep me posted on ur projects.. ,4
Ville is my heaven tonight  ,4
"73 degrees, walked across Brooklyn bridge, had the best falafal at Maoz, MAVS WON on the road - what a day ",4
Fun day. Back from hanging out with Brianna and Christopher! I love my friends. ,4
where's everyone at tonight? ,4
About to start the epic drive from Glasgow to Alton Towers. Looks like a rainy few days ,0
"Tried to install a Twitter-application on my phone. Didn't work though, boo! ",0
I hate cooking dinner ,0
@LethalPrincess or just wear bigger jeans ,4
"@lenesha but Im not feeling well, mommy... ",0
watching *Exclusive* Transformers Revenge of the Fallen Footage from Michael Bay http://vimeo.com/4208071 Megan Fox ,4
watching 17 again for the third time! ,4
"@EIsie Mate that's rubbish  10pt hug. Tom covered in spots and obviously not happy, but Doc says it's nothing 'bad'. Tell that to Tom...",0
really don't feel like getting up today... but got to study to for tomorrows practical exam... ,0
@selenagomez http://twitpic.com/3knsj - she is so pretty as you. ,4
At work ,0
Gilmore girls ,4
@LittleYellowJen what do don't think ily?? nawwww ,0
 wonder if Jon lost the net,0
"@JoeCrummey Maybe if you tell the waiter you're with her, she'll pick up the tab ",4
@SocialPMChick thanks for the #followfriday!  ,4
Work today ,0
@mykele sayyyy whaaaa? I wasn't invited... ,0
@SugarHustler hehe u are funny!  follow me ,4
"mhm, not having a good day  blah blah blah",0
@LizChavez I can't set my feet on the ground. The missing eyelid people might get me!  ,0
Wanted to tweet that I was in Victoria! But silly Canadian service wouldn't work. Home now and sad vacation is over. ,0
Would love a nap now. But if I take one I may find it hard to move when I get up :-/ But Exhausted is a good feeling ,4
@normalguyguide I can't! I have so much to learn about WWI by tomorrow at noon! ,0
@rayfilwong Sushi is bomb!! ,4
@twitter please fix this http://sp2.ro/5b7bdb because it brakes all external twitter avatar searches ,0
@boutiquegirl2 YEA!!! ,4
preparing our meal ,4
@gaspitsnicole sigh me too  mostly i midd hsnging out with my friends damn growing up : p,0
@nicolewilson Ahhh I get it. I was about to be offended. ,4
i think to much on the past. i cant change it. i deserved so much more then wat i got. ..but why am i still thinking about him  gah,0
"I'll be back in 20 minutes. Lunch time. Bye for now, and once again thank you ",4
@praught07 let's go out ,4
@BabyTika its been good  i hope it gets better for u though,4
@JulieAnnStorr &quot;Change is made by asking forgiveness later.&quot; never been much of a permission asker myself ,4
@alexalltimelow sounds like it was rad! thanks for being good to the fans and doing an impromptu concert just for funsies. ,4
booking people ahead of time for the next season of Youknowzach Radio!  This season will be the best yet!!,4
Reason show will be crazy tonight ,4
@icedcoffee they end up back as read only ... and still the error persists. I cant add anything to the library now   so cant update my ...,0
@cfisk thanks!! I've actually sat in rooms with him and didn't know he was building something ,4
today was amazin. ,4
@hutsoncap  everything alright?,0
needs a hug ,0
"@noellestepp hey, that's me driving around! Just kidding  idiots!",4
@larochaforprez ur welcome ;) @GoldenBlueBubbl we had fun thanks for the invite again ,4
@kurtisshank thanks it was heavenly. ,4
@d_TRIX my mom just had a root canal also...i feel your pain buddy! ,0
My compassion to the people in italy! My mother is calling with our relatives in Italy right now  ,0
"I think even my armpits are sunburnt. but @littlecow12, there is online Fluxx if you'd like the link....  Thanks for playing today!!",4
@jordanknight Hope you tweet or twit after the show! Want to hear from you!!! ,4
@Goddess7 He will be 27 on April 30th. Hes exactly 1yr 1mth and 1day older than me ,4
"@itsangie i canceled it, with plane tickets, hotel stay and tickets.. it was close to $400 if we eat cheaply.   man i soooo want to see O!",0
Where has all my money gone?! ,0
@souljaboytellem neVer replYs...ihate being is -virtual-twitt- groupie!!!geeze!!! lol ,4
Going to sleep now. Johnny just died on the OC. ,0
"haven't even had time to twitt theese last few days, insane! ",0
@mrskutcher I was just thinking that today - how deprssing it all is!  Makes us appreciate life more.,0
Lifee Gets Worsee &amp;&amp; Worsee ,0
About to watch Bedtime Stories with Mads. Looks like a fun movie. Let's hope so! We cried like babies watchin Marley n Me last night. ,4
"@tiffunnyfranco no worries, haha. yeahh she never fails! we were in shock that you said they were too sparkly. ",4
and so the editing of 3000 wedding shots begins ,0
@Ashes227 yah...I shouldn't complain. Can't wait to see Jennifer Garner too. ,4
He's seranading me ,4
@josephheustess ...well there was this really cool part where... i wont spoil it ,0
@kristensaywhaa he is an ass. .. .. .. hM ..  did you watch the first episodeee? i freakin missed it ,0
couldn't get shit done today ~ i'm so screwed ,0
Omfg. My computer is so retarded. But this time best buy is helping. ,4
@sbiced got &quot;stuff&quot; in there already &amp; Dan's mowed the lawn so that's there as well as SB coffee grounds!!!!  Call if you have time.,4
@jms_ by yr mom ,4
Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435,0
i cant sleep ,0
Not sure how to feel about wanting to be in a realtionship but my heart is happy when she plays guitar ,4
@AlyssaSpears I'm sorry.   Maybe walking around all goofy at the store would help...HINT HINT! &lt;3,0
"@SueInge Nope, that's the asparagus actually   I haven't been brave enough to try brussel sprouts...but I bet that would be good too!",4
@imperiusrex Brahbrah. Ugh. Bed in a hour. ,0
@kylesellers sorry to hear you've been so close to death's door. We've been sucking up Intelligentsia coffee at an alarming pace here. ,4
LISTEN TO JONAS BROTHERS i love this band but i come from germany and i can�t see them ,0
"Wishing it wasn't 245 in the morning.  sleeping is awesome, work is not, and I need to scrub my apt!",0
"Was intending to finish editing my 536-page novel manuscript tonight, but that will probably not happen. And only 12 pages are left ",0
@ChrisJakob ok..! And Ill get back at cha Tommarrow..! TTYL..! ,4
Iol beer pizza fish and a cinnamon roll milkshake in last 3 tweets.  Chow down people. ,4
Just ate at the newish Chez Papa Resto in Mint Plaza - can recommend it  Feeling a little stuffed now though!,4
these guys who is Bill Gates's associates makes me feel like I know nothing!!! I don't even know my name now ,0
Of course the baby is screaming in the crib the night before my first day back at work.  So I let him cry it out? Boooo,0
wants to go to Evangel University.  ,4
homework homework homework ,0
Leaving Koh Tao  start of journey back to Bangkok  http://twitpic.com/2y5uv,0
Woo for three pages down and seven to go...why in heck do I procrastinate!  Goal #1 for Grad School DO NOT WAIT!!!!!,0
@jshirley blame Japan... it works for me ,4
@stewiebrittany no  i dont even know how to ride it,0
I'm going to put myself out of this misery and go to freakin bed.  Ugh ,0
Good morning... I wish the weather was as good as in Germany today ,0
